"";"x"
"331";381,25828595154
"332";297,38584806212
"333";292,552772110337
"334";383,529830997028
"335";301,742654344155
"336";344,854162077702
"337";339,72617818407
"338";289,710695844942
"339";296,47625780823
"340";334,850243685941
"341";309,707186225829
"342";292,547830994213
"343";300,846093411794
"344";288,920645198085
"345";294,823740116493
"346";353,107535013231
"347";313,067007216637
"348";304,180430869313
"349";301,518243572459
"350";307,285621453806
"351";300,231460924526
"352";289,207490179287
"353";293,876101329492
"354";309,908242080091
"355";353,010868173591
"356";292,217750151529
"357";300,902162931759
"358";358,460657668793
"359";351,078170693884
"360";311,9444870852
"361";288,828085553515
"362";360,369954961042
"363";300,38260353301
"364";384,627954993451
"365";298,905237178376
"366";340,522131058771
"367";377,144810223559
"368";294,864987288726
"369";319,813189305054
"370";378,6040899182
"371";302,373478470641
"372";346,866741618378
"373";313,953903405141
"374";291,682646860658
"375";365,506952674782
"376";328,306757120209
"377";318,540627459882
"378";362,305435095464
"379";391,070337529613
"380";312,612656019798
"381";372,422588676767
"382";329,160060841871
"383";307,547698418602
"384";307,049362898938
"385";247,707205705771
"386";361,469765735927
"387";418,484204680594
"388";299,07867178235
"389";376,282206276058
"390";382,290396913248
"391";296,072823324229
"392";348,871774915729
"393";283,083176799383
"394";297,160316607482
"395";372,714588184598
"396";368,696574321968
"397";281,560773626698
"398";327,642634665138
"399";313,469565835277
"400";284,928328507792
"401";323,029769361101
"402";326,502933325443
"403";303,284942024012
"404";300,98388955675
"405";310,461937971267
"406";307,039315041326
"407";371,952719845062
"408";285,192627246746
"409";369,031840100196
"410";332,05537503468
"411";321,152794766209
"412";302,155923470388
"413";264,657477333291
"414";325,707157453274
"415";416,130257928316
"416";292,720978072812
"417";296,892589166274
"418";333,065278766531
"419";319,262904916322
"420";296,814865753848
"421";304,23989432008
"422";294,673714555671
"423";310,561787453177
"424";302,989354730817
"425";344,404842697721
"426";301,296700736732
"427";290,468672493982
"428";338,056195379421
"429";338,521833473894
"430";308,97421500128
"431";291,655265725679
"432";416,075107965364
"433";318,451047683362
"434";280,151579967752
"435";327,869903222014
"436";314,362027512604
"437";371,350026124019
"438";276,34613464513
"439";319,45013588954
"440";363,579718086369
"441";300,372350749925
"442";303,215820881288
"443";278,01285674403
"444";392,49264300033
"445";303,428671910904
"446";338,478357597394
"447";285,737646816911
"448";308,404571806877
"449";290,610423998914
"450";290,132086291171
"451";292,553148730754
"452";312,263454784014
"453";362,562033608993
"454";320,939232308555
"455";286,990636514579
"456";296,645019417033
"457";291,048354730475
"458";433,905023991805
"459";285,610612298313
"460";350,104285509778
"461";353,387712077722
"462";292,023268231371
"463";360,552732244411
"464";298,910543534022
"465";303,527250495532
"466";292,383005754652
"467";275,306873797024
"468";307,587740424061
"469";356,255479131644
"470";322,152745626275
"471";286,312380202637
"472";294,023406099262
"473";296,779236955202
"474";353,497879642091
"475";303,041792082502
"476";344,407988749261
"477";316,486000202553
"478";299,314746965132
"479";335,356576472344
"480";321,668906517611
"481";378,714829770967
"482";324,286428612926
"483";333,386783313045
"484";285,327527431336
"485";298,608746113388
"486";295,975272879172
"487";325,752067423143
"488";216,776604133732
"489";308,579197777154
"490";307,165205892563
"491";316,522164934461
"492";298,777315138104
"493";384,81427586841
"494";358,992744240335
"495";329,08960325945
"496";315,769798566941
"497";297,718238280592
"498";298,358954870665
"499";280,391259492421
"500";375,299180524365
"501";368,124379064874
"502";290,245635137713
"503";286,690537627837
"504";302,914935393212
"505";288,411177534386
"506";307,991043911921
"507";297,249567509976
"508";294,001792937875
"509";298,217541897488
"510";404,36447215709
"511";342,587662253497
"512";317,33848608061
"513";303,187262091996
"514";288,82141257346
"515";290,137109590643
"516";311,41556799228
"517";369,531516291026
"518";292,742172779707
"519";308,662609481133
"520";307,769419247347
"521";428,594638995337
"522";358,80483989965
"523";284,891156074815
"524";340,515616153075
"525";430,174384844033
"526";345,605804982041
"527";304,529799533253
"528";397,320950756422
"529";336,888992337643
"530";343,254412924928
"531";264,71051780027
"532";303,008950575009
"533";267,267070643159
"534";285,931207757704
"535";362,784765853666
"536";305,739261930155
"537";345,017720647309
"538";285,249665182614
"539";312,848308236505
"540";354,87936746098
"541";296,134914698774
"542";296,994773644422
"543";400,171557148647
"544";317,840972505657
"545";298,139052993867
"546";312,966135561343
"547";344,756417305577
"548";373,86292270399
"549";287,580858002174
"550";393,828947227923
"551";324,915300200892
"552";342,854611681999
"553";310,040506770862
"554";350,27380177755
"555";268,013522781272
"556";370,505064157327
"557";313,085055886635
"558";286,030155867669
"559";293,586746938345
"560";367,48629241911
"561";271,068212934428
"562";339,150733394661
"563";292,801105497602
"564";264,148434710765
"565";308,997011749802
"566";342,514205393241
"567";365,649841935496
"568";376,446546348315
"569";397,724808434796
"570";291,844132299661
"571";302,888703771774
"572";295,351553282507
"573";314,567377398437
"574";308,261950249408
"575";299,923399692864
"576";289,02834407933
"577";317,138259083325
"578";342,594188952918
"579";295,845511287993
"580";298,785770767463
"581";348,051263646125
"582";300,508741969084
"583";290,21483205949
"584";366,491988843583
"585";335,021495406891
"586";309,073554835373
"587";288,425788194493
"588";328,907792603006
"589";272,812956499817
"590";225,442305426274
"591";348,670756654721
"592";323,229396719562
"593";321,228249624698
"594";394,228565965676
"595";342,453250208421
"596";304,659424501308
"597";299,491220855851
"598";290,7573395241
"599";351,960324055781
"600";297,637620948079
"601";347,507200243643
"602";315,35375094076
"603";367,492770477947
"604";296,870871577782
"605";293,680918834062
"606";394,301443983307
"607";306,560682546807
"608";299,995479090941
"609";442,826168358056
"610";292,13254959848
"611";310,442068685859
"612";309,449260632666
"613";289,586888037716
"614";322,981322112302
"615";297,144965335382
"616";332,842487713314
"617";251,007121775576
"618";395,447536698708
"619";412,927163843488
"620";284,766056893031
"621";292,054000913686
"622";423,196327922376
"623";343,845414109862
"624";297,601170459268
"625";273,603744819678
"626";310,681172641602
"627";289,44119727255
"628";301,452436476171
"629";364,115223048691
"630";388,317009276043
"631";398,313488416095
"632";305,759241738219
"633";303,055531590434
"634";318,945745196716
"635";311,302982173343
"636";295,444261364503
"637";338,713441227794
"638";294,593859574283
"639";397,271976371955
"640";311,550666156199
"641";289,996457237341
"642";355,93394442653
"643";329,671766745949
"644";396,496323872161
"645";291,574953495642
"646";312,715420406546
"647";300,696784019265
"648";300,581190160878
"649";295,026188532978
"650";283,144148828736
"651";318,644328035729
"652";365,809892108235
"653";276,763346421901
"654";307,323357138787
"655";317,367508443572
"656";320,667131821517
"657";299,554600634739
"658";354,386498626895
"659";328,960577724028
"660";349,120047816453
"661";304,431093202593
"662";319,123374138726
"663";331,387117555375
"664";297,554612264218
"665";313,092054393016
"666";282,788672149187
"667";336,368567005113
"668";295,832876851701
"669";295,082241434529
"670";311,445195984064
"671";273,465782869873
"672";252,39717807164
"673";336,664854805352
"674";289,527725296466
"675";378,390913720989
"676";287,792620947649
"677";353,459505213055
"678";383,561915415216
"679";327,914323624021
"680";336,162393630845
"681";302,5113614063
"682";312,103420211055
"683";302,085723521701
"684";303,944467920725
"685";286,424034056365
"686";326,166805713834
"687";304,145933004815
"688";409,311564643866
"689";301,552363680006
"690";253,004665356762
"691";306,262654653891
"692";345,965377482149
"693";384,99072482868
"694";298,473460644828
"695";300,788099779225
"696";310,611828214104
"697";291,779863612143
"698";336,585895314461
"699";334,5752331218
"700";298,896733546749
"701";305,390228582053
"702";292,239547588379
"703";327,538101629902
"704";287,952243102581
"705";322,901090373572
"706";275,258594078382
"707";381,865162135335
"708";300,397684432427
"709";301,45941774088
"710";296,758517632684
"711";318,424162724022
"712";407,876816715849
"713";300,515095117927
"714";295,946081580071
"715";299,721855367072
"716";325,58403443166
"717";355,219519039961
"718";305,512003469018
"719";306,798952465669
"720";326,62258107068
"721";394,619189003756
"722";300,472520225836
"723";295,072623563385
"724";310,891877547148
"725";349,538758797473
"726";280,157975360235
"727";260,795854182228
"728";223,804606460835
"729";285,492071076363
"730";388,918271930046
"731";306,051955794344
"732";314,769179328007
"733";297,921038158844
"734";396,160814070265
"735";282,945930110766
"736";298,054931562346
"737";385,658555768153
"738";293,819444394229
"739";310,120943518039
"740";303,20441255803
"741";354,643543688622
"742";300,147554212474
"743";297,57671776434
"744";354,692199801995
"745";292,344879584521
"746";277,031474559747
"747";308,822445184717
"748";326,118916978966
"749";346,741664577794
"750";304,278445186076
"751";320,297324204163
"752";287,071383057945
"753";294,554723102537
"754";296,674829501016
"755";283,809016789387
"756";394,086899928924
"757";341,026465441464
"758";302,965847377062
"759";269,423719051125
"760";297,856439345511
"761";303,379525572082
"762";289,072861574647
"763";403,949897606004
"764";312,224663649605
"765";297,817835781134
"766";305,336693132813
"767";306,365105710307
"768";295,270041027394
"769";290,955454106881
"770";300,572813293378
"771";343,601291567501
"772";303,954655625913
"773";287,440453470646
"774";383,349837262218
"775";366,444424420522
"776";350,516342590018
"777";307,371965517768
"778";285,901590264499
"779";295,714420025424
"780";384,914794917845
"781";336,329768834728
"782";281,838232671535
"783";317,720546171751
"784";300,483029753088
"785";370,893539077912
"786";288,167402762699
"787";308,766463203241
"788";304,380005949849
"789";340,010067874851
"790";292,650133266058
"791";283,689150424918
"792";370,753050493189
"793";287,653995555057
"794";294,149241466911
"795";294,92635417611
"796";293,51335101739
"797";313,354636922326
"798";296,259028010611
"799";270,200323875278
"800";300,077995861891
"801";364,581017003506
"802";313,84920283825
"803";284,379879553242
"804";291,762783285399
"805";294,305963161399
"806";302,895631145665
"807";312,660533795739
"808";307,791197699907
"809";282,380625527307
"810";334,475728209198
"811";388,265142422397
"812";291,904585832074
"813";313,248092384321
"814";299,721776809851
"815";363,010924726985
"816";299,132972116497
"817";409,559397311158
"818";311,27824509299
"819";356,343650252892
"820";368,912438912404
"821";346,079585659529
"822";299,81276114389
"823";282,830690778648
"824";413,606316467577
"825";323,359824187515
"826";313,0631778203
"827";294,856278864442
"828";292,195979325319
"829";375,961500980797
"830";403,174602668815
"831";313,935124023899
"832";297,366476314599
"833";305,179386610811
"834";301,187604598371
"835";359,099350462319
"836";339,137838213667
"837";312,927135510945
"838";303,837107906481
"839";311,582967095735
"840";371,391484095308
"841";350,338441527204
"842";325,792212437687
"843";280,452934566504
"844";408,721749405906
"845";292,764534668401
"846";351,337452121702
"847";315,568165758394
"848";404,77148308588
"849";302,24502197894
"850";316,42985966283
"851";327,563136265547
"852";285,590645282063
"853";364,836133468259
"854";307,530833737693
"855";281,073929788454
"856";308,12589641534
"857";370,440736967096
"858";354,13166036696
"859";278,788048420389
"860";311,729360781092
"861";289,181027695537
"862";394,930521846399
"863";287,467018894265
"864";289,621525246447
"865";347,588151412763
"866";382,63668797435
"867";287,421309729812
"868";293,805271035372
"869";307,688946164392
"870";301,288166207001
"871";334,255218953519
"872";290,503836211164
"873";396,351415570204
"874";287,053979543241
"875";305,013529619015
"876";322,161505540364
"877";303,780807299082
"878";297,904093561385
"879";306,520690968474
"880";274,647939080182
"881";390,014236564874
"882";295,134578599758
"883";334,608899300155
"884";302,527849328638
"885";302,878678669564
"886";292,636722767831
"887";375,610559764354
"888";366,086534971301
"889";303,553565605957
"890";335,558899072443
"891";275,676290009473
"892";364,454431680999
"893";294,573591973823
"894";345,666635314532
"895";312,508899981264
"896";297,3139648036
"897";293,099378359075
"898";283,335691444639
"899";297,694311922107
"900";311,877409810299
"901";290,023725502474
"902";355,209558393945
"903";374,707985304158
"904";302,309978410769
"905";299,720769360974
"906";320,36863100416
"907";303,562493044227
"908";285,505465076227
"909";356,357503366477
"910";315,141303728968
"911";339,252970358037
"912";307,779840468047
"913";322,001184039259
"914";282,460023449768
"915";342,410960909227
"916";407,532175932007
"917";340,61374427301
"918";292,934508917395
"919";379,715982538412
"920";409,011970526602
"921";305,410297702241
"922";319,871678798403
"923";301,121306984814
"924";306,415931286689
"925";372,463038760526
"926";390,993972366319
"927";387,331145765831
"928";300,847316503038
"929";347,647786326686
"930";292,839240987768
"931";314,14355602421
"932";410,570985415118
"933";368,820053733093
"934";327,545989478724
"935";300,346234783814
"936";296,459439773535
"937";249,119179233145
"938";272,417840711771
"939";309,79366416197
"940";287,078232883888
"941";289,166162719399
"942";343,020425305313
"943";295,339177695351
"944";331,375826397395
"945";302,23455426453
"946";303,809328341446
"947";387,255866726625
"948";290,923162611991
"949";289,878889230961
"950";374,264780077675
"951";307,084409669953
"952";298,281627061517
"953";320,341999355307
"954";292,665946234874
"955";280,823688141129
"956";367,932204284699
"957";397,350617271971
"958";387,95911489468
"959";302,657270240181
"960";310,21409516148
"961";313,914476512671
"962";399,476108013475
"963";294,62149307019
"964";347,345375007063
"965";321,884854385272
"966";279,981501124064
"967";349,83150628153
"968";323,41607605028
"969";382,545142533553
"970";296,855104344813
"971";308,777080776781
"972";308,259923707349
"973";287,089590720557
"974";277,972145765906
"975";360,155422072344
"976";313,377250895143
"977";290,822383223699
"978";377,776150344003
"979";366,895899755628
"980";300,023192603552
"981";313,033470972928
"982";257,093945054057
"983";378,914404739722
"984";310,057893133004
"985";284,934993930914
"986";306,077351590037
"987";382,724564993361
"988";317,273346136183
"989";301,489021414551
"990";283,666414088891
"991";294,366119589123
"992";374,883268145258
"993";310,411510655088
"994";401,707382228763
"995";314,14845705855
"996";343,756226701456
"997";311,285268276427
"998";289,804868701476
"999";407,531876228301
"1000";256,053587668976
